patent_id,uspc_subclass_title
7826663,Frame
7827013,Knowledge representation and reasoning technique
7827015,HAVING PARTICULAR USER INTERFACE
7827015,Constraint optimization problem solving
7827031,NEURAL NETWORK
7827067,KNOWLEDGE PROCESSING SYSTEM
7827124,KNOWLEDGE PROCESSING SYSTEM
7827129,NEURAL NETWORK
7827129,Structure
7827129,Learning task
7827130,Modular
7827130,Classification or recognition
7827130,Semiconductor neural network
7827131,ADAPTIVE SYSTEM
7827185,Genetic algorithm and genetic programming system
7827185,ADAPTIVE SYSTEM
7827185,MACHINE LEARNING
7827189,Analogical reasoning system
7828216,HAVING PARTICULAR USER INTERFACE
7828655,Fuzzy inference processing
7828655,Having function calculator
7831386,Information retrieval or information management
7831386,MISCELLANEOUS
7831386,Constraint optimization problem solving
7831416,Structure
7831416,Multilayer feedforward
7831528,"Signal processing (e.g., filter)"
7831528,Classification or recognition
7831580,MACHINE LEARNING
7831580,ADAPTIVE SYSTEM
7831580,Genetic algorithm and genetic programming system
7831693,Architecture
7831913,Creation or modification
7831913,Information retrieval or information management
7831913,MACHINE LEARNING
7832527,Elevator
7835810,Construction
7835832,Classification or recognition
7835997,KNOWLEDGE PROCESSING SYSTEM
7835998,KNOWLEDGE PROCESSING SYSTEM
7836001,Knowledge representation and reasoning technique
7836001,Ruled
7836002,Prediction
7836002,KNOWLEDGE PROCESSING SYSTEM
7836002,Classification or recognition
7836002,"Semantic network (e.g., conceptual dependency, fact based structure)"
7836002,"Reasoning under uncertainty (e.g., fuzzy logic)"
7836002,MISCELLANEOUS
7836003,KNOWLEDGE PROCESSING SYSTEM
7836004,Creation or modification
7836006,KNOWLEDGE PROCESSING SYSTEM
7836081,Fuzzy neural network
7836081,FUZZY LOGIC HARDWARE
7836081,"Analog fuzzy computer (e.g., controller)"
7836081,Having function generator
7836081,"Digital fuzzy computer (e.g., controller)"
7836352,Having function calculator
7837013,Elevator
7840091,"Designing, planning, programming, CAD, CASE"
7840297,Prediction
7840310,ADAPTIVE SYSTEM
7840310,MACHINE LEARNING
7840310,KNOWLEDGE PROCESSING SYSTEM
7840319,Genetic algorithm and genetic programming system
7840391,Prediction
7840503,KNOWLEDGE PROCESSING SYSTEM
7840503,Classification or recognition
7840504,Having specific pattern matching or control technique
7840504,MISCELLANEOUS
7840504,KNOWLEDGE PROCESSING SYSTEM
7840504,Knowledge representation and reasoning technique
7840504,Creation or modification
7840515,MACHINE LEARNING
7840515,Genetic algorithm and genetic programming system
7840518,KNOWLEDGE PROCESSING SYSTEM
7840521,KNOWLEDGE PROCESSING SYSTEM
7840522,KNOWLEDGE PROCESSING SYSTEM
7840554,Ruled
7840569,MISCELLANEOUS
7840980,Analogical reasoning system
7843876,FUZZY LOGIC HARDWARE
7844108,Learning task
7844441,Approximation
7844556,KNOWLEDGE PROCESSING SYSTEM
7844557,Ruled
7844557,Knowledge representation and reasoning technique
7844558,MISCELLANEOUS
7844559,Prediction
7844559,Control
7844560,Ruled
7844561,KNOWLEDGE PROCESSING SYSTEM
7844562,KNOWLEDGE PROCESSING SYSTEM
7844566,KNOWLEDGE PROCESSING SYSTEM
7844568,Prediction
7844609,"Digital fuzzy computer (e.g., controller)"
7844634,Classification or recognition
7844942,Knowledge representation and reasoning technique
7844942,Ruled
7847225,Semiconductor neural network
7847699,Knowledge representation and reasoning technique
7848831,Constraint optimization problem solving
7848909,Prediction
7849022,MISCELLANEOUS
7849026,MISCELLANEOUS
7849026,Association
7849032,Learning task
7849032,NEURAL NETWORK
7849033,Control
7849033,Prediction
7849035,Knowledge representation and reasoning technique
7849035,Expert system shell or tool
7849036,MISCELLANEOUS
7849036,PLURAL PROCESSING SYSTEMS
7849045,Ruled
7849078,Ruled
7849078,MACHINE LEARNING
7849181,Ruled
7849273,"Designing, planning, programming, CAD, CASE"
7853323,NEURAL NETWORK
7853323,Using pulse modulation
7853323,Constraint optimization problem solving
7853323,Association
7853323,Neural simulation environment
7853323,Learning task
7853323,"Hybrid network (i.e., analog and digital)"
7853323,Structure
7853323,Having specific pattern matching or control technique
7853344,MACHINE LEARNING
7853356,Simulation
7853357,Prediction
7853357,Control
7853357,ADAPTIVE SYSTEM
7853357,NEURAL NETWORK
7853369,Control
7853539,KNOWLEDGE PROCESSING SYSTEM
7853540,Creation or modification
7853543,Prediction
7853543,ADAPTIVE SYSTEM
7853544,KNOWLEDGE PROCESSING SYSTEM
7853546,Knowledge representation and reasoning technique
7853546,Having specific pattern matching or control technique
7853546,KNOWLEDGE PROCESSING SYSTEM
7853546,"Reasoning under uncertainty (e.g., fuzzy logic)"
7853547,Having specific pattern matching or control technique
7853548,KNOWLEDGE PROCESSING SYSTEM
7853549,Creation or modification
7853549,Knowledge acquisition by a knowledge processing system
7853550,Knowledge representation and reasoning technique
7853550,Learning task
7853550,Having specific pattern matching or control technique
7853611,Ruled
7853618,"Semantic network (e.g., conceptual dependency, fact based structure)"
7856411,MISCELLANEOUS
7856479,KNOWLEDGE PROCESSING SYSTEM
7856617,Knowledge representation and reasoning technique
7856617,Ruled
7857976,FUZZY LOGIC HARDWARE
7857976,Fuzzy inference processing
7860134,Classification or recognition
7860183,"Beamforming (e.g., target location, radar)"
7860272,Classification or recognition
7860272,ADAPTIVE SYSTEM
7860272,Learning task
7860272,MACHINE LEARNING
7860584,Genetic algorithm and genetic programming system
7860682,Ruled
7860682,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
7860682,KNOWLEDGE PROCESSING SYSTEM
7860729,KNOWLEDGE PROCESSING SYSTEM
7860816,KNOWLEDGE PROCESSING SYSTEM
7860817,Classification or recognition
7860818,KNOWLEDGE PROCESSING SYSTEM
7860819,KNOWLEDGE PROCESSING SYSTEM
7860892,ADAPTIVE SYSTEM
7860892,Genetic algorithm and genetic programming system
7860892,MACHINE LEARNING
7860933,KNOWLEDGE PROCESSING SYSTEM
7863961,Vehicle or aerospace
7863961,Vehicle or aerospace
7865333,"Manufacturing or machine (e.g., agricultural machinery, machine tool)"
7865454,Genetic algorithm and genetic programming system
7865457,KNOWLEDGE PROCESSING SYSTEM
7865458,MISCELLANEOUS
7865458,KNOWLEDGE PROCESSING SYSTEM
7865534,KNOWLEDGE PROCESSING SYSTEM
7865841,ADAPTIVE SYSTEM
7870082,Constraint optimization problem solving
7870084,KNOWLEDGE PROCESSING SYSTEM
7870136,KNOWLEDGE PROCESSING SYSTEM
7870512,"Reasoning under uncertainty (e.g., fuzzy logic)"
7870523,Constraint optimization problem solving
7873438,Knowledge representation and reasoning technique
7873438,ADAPTIVE SYSTEM
7873438,KNOWLEDGE PROCESSING SYSTEM
7873546,Structure
7873546,Using pulse modulation
7873583,MACHINE LEARNING
7873583,Having specific pattern matching or control technique
7873608,KNOWLEDGE PROCESSING SYSTEM
7873633,Classification or recognition
7873633,MACHINE LEARNING
7873643,Prediction
7873675,KNOWLEDGE PROCESSING SYSTEM
7873675,Knowledge acquisition by a knowledge processing system
7873720,PLURAL PROCESSING SYSTEMS
7873720,Ruled
7873724,NEURAL NETWORK
7873724,ADAPTIVE SYSTEM
7873959,Information retrieval or information management
7873959,Classification or recognition
7877238,Classification or recognition
7877333,"Reasoning under uncertainty (e.g., fuzzy logic)"
7877334,Approximation
7877334,Classification or recognition
7877337,Prediction
7877337,Modular
7877339,Approximation
7877339,Structure
7877339,Learning method
7877341,KNOWLEDGE PROCESSING SYSTEM
7877342,Medical
7877342,Having specific pattern matching or control technique
7877346,Prediction
7877346,KNOWLEDGE PROCESSING SYSTEM
7877346,Association
7877726,HAVING PARTICULAR USER INTERFACE
7877726,MACHINE LEARNING
7881513,Learning task
7881513,MACHINE LEARNING
7881524,Classification or recognition
7881913,KNOWLEDGE PROCESSING SYSTEM
7882049,MACHINE LEARNING
7882049,Prediction
7882050,KNOWLEDGE PROCESSING SYSTEM
7882052,Genetic algorithm and genetic programming system
7882055,Knowledge representation and reasoning technique
7882055,Association
7882055,Learning task
7882056,KNOWLEDGE PROCESSING SYSTEM
7882119,Fuzzy inference processing
7882119,FUZZY LOGIC HARDWARE
7882119,Defuzzification processing
7882143,Having specific management of a knowledge base
7882486,HAVING PARTICULAR USER INTERFACE
7885198,Neural simulation environment
7885198,Classification or recognition
7885198,Analog neural network
7885198,By neural network
7885859,Learning method
7885892,KNOWLEDGE PROCESSING SYSTEM
7885904,KNOWLEDGE PROCESSING SYSTEM
7885906,KNOWLEDGE PROCESSING SYSTEM
7885911,ADAPTIVE SYSTEM
7885973,Creation or modification
7886046,Having specific management of a knowledge base
7886046,Predicate logic or predicate calculus
7886296,Ruled
7889725,Lattice
7889914,Classification or recognition
7890294,FUZZY LOGIC
7890348,Classification or recognition
7890348,Learning task
7890357,KNOWLEDGE PROCESSING SYSTEM
7890403,Approximation
7890438,Classification or recognition
7890439,Approximation
7890439,MACHINE LEARNING
7890441,KNOWLEDGE PROCESSING SYSTEM
7890442,Ruled
7890442,Knowledge representation and reasoning technique
7890446,KNOWLEDGE PROCESSING SYSTEM
7890449,KNOWLEDGE PROCESSING SYSTEM
7890450,Knowledge representation and reasoning technique
7890504,MACHINE LEARNING
7890504,ADAPTIVE SYSTEM
7890504,Genetic algorithm and genetic programming system
7890505,KNOWLEDGE PROCESSING SYSTEM
7890510,MACHINE LEARNING
7890510,Classification or recognition
7890510,Knowledge representation and reasoning technique
7890510,KNOWLEDGE PROCESSING SYSTEM
7890518,MACHINE LEARNING
7890518,ADAPTIVE SYSTEM
7890549,HAVING PARTICULAR USER INTERFACE
7890584,KNOWLEDGE PROCESSING SYSTEM
7890584,Knowledge representation and reasoning technique
7890590,Classification or recognition
7890895,Classification or recognition
7893872,Classification or recognition
7894807,MACHINE LEARNING
7894925,Genetic algorithm and genetic programming system
7894993,Prediction
7895135,"Reasoning under uncertainty (e.g., fuzzy logic)"
7895138,"Reasoning under uncertainty (e.g., fuzzy logic)"
7895138,Classification or recognition
7895139,KNOWLEDGE PROCESSING SYSTEM
7895140,KNOWLEDGE PROCESSING SYSTEM
7895145,KNOWLEDGE PROCESSING SYSTEM
7895147,KNOWLEDGE PROCESSING SYSTEM
7895148,KNOWLEDGE PROCESSING SYSTEM
7895149,KNOWLEDGE PROCESSING SYSTEM
7895323,Electronic or computer (internal or network) circuit
7895323,Electronic or computer (internal or network) circuit
7895323,NEURAL NETWORK
7895323,Prediction
7895323,Learning method
7895595,Knowledge representation and reasoning technique
7895595,Ruled
7895611,Ruled
7899513,Knowledge representation and reasoning technique
7899513,KNOWLEDGE PROCESSING SYSTEM
7899761,ADAPTIVE SYSTEM
7899762,Classification or recognition
7899762,ADAPTIVE SYSTEM
7899766,Learning method
7899769,KNOWLEDGE PROCESSING SYSTEM
7899770,KNOWLEDGE PROCESSING SYSTEM
7899771,KNOWLEDGE PROCESSING SYSTEM
7899774,KNOWLEDGE PROCESSING SYSTEM
7899774,Having specific pattern matching or control technique
7899775,Classification or recognition
7899775,Knowledge representation and reasoning technique
7899777,KNOWLEDGE PROCESSING SYSTEM
7899812,HAVING PARTICULAR USER INTERFACE
7899813,Knowledge representation and reasoning technique
7899827,"Semantic network (e.g., conceptual dependency, fact based structure)"
7899827,Ruled
7899905,MACHINE LEARNING
7900192,Having specific pattern matching or control technique
7904195,Prediction
7904195,Classification or recognition
7904195,"Signal processing (e.g., filter)"
7904280,PLURAL PROCESSING SYSTEMS
7904280,KNOWLEDGE PROCESSING SYSTEM
7904280,FUZZY LOGIC HARDWARE
7904284,Constraint optimization problem solving
7904284,HAVING PARTICULAR USER INTERFACE
7904362,Knowledge representation and reasoning technique
7904398,Architecture
7904398,Structure
7904398,Modifiable weight
7904398,Learning method
7904400,ADAPTIVE SYSTEM
7904402,Knowledge representation and reasoning technique
7904402,Ruled
7904404,MISCELLANEOUS
7904404,Ruled
7904404,PLURAL PROCESSING SYSTEMS
7904407,Having specific management of a knowledge base
7904412,NEURAL NETWORK
7904412,Classification or recognition
7904530,Prediction
7904530,Learning method
7904530,KNOWLEDGE PROCESSING SYSTEM
7906758,Having specific pattern matching or control technique
7906758,Learning task
7908135,Classification or recognition
7908229,KNOWLEDGE PROCESSING SYSTEM
7908230,KNOWLEDGE PROCESSING SYSTEM
7908233,KNOWLEDGE PROCESSING SYSTEM
7908235,KNOWLEDGE PROCESSING SYSTEM
7910789,Medical
7912277,ADAPTIVE SYSTEM
7912290,Classification or recognition
7912561,Having specific pattern matching or control technique
7912561,KNOWLEDGE PROCESSING SYSTEM
7912561,Knowledge acquisition by a knowledge processing system
7912561,Creation or modification
7912561,Ruled
7912561,Knowledge representation and reasoning technique
7912717,Prediction
7912717,Classification or recognition
7912763,MISCELLANEOUS
7912764,MISCELLANEOUS
7912767,Prediction
7912795,Knowledge representation and reasoning technique
7912795,Genetic algorithm and genetic programming system
7912797,HAVING PARTICULAR USER INTERFACE
7912797,Genetic algorithm and genetic programming system
7912797,MISCELLANEOUS
7912801,Ruled
7912801,Having specific pattern matching or control technique
7912801,Creation or modification
7912805,Classification or recognition
7912907,"Reasoning under uncertainty (e.g., fuzzy logic)"
7917332,Process plant
7917354,Knowledge representation and reasoning technique
7917456,Control
7917456,"Signal processing (e.g., filter)"
7917459,KNOWLEDGE PROCESSING SYSTEM
7917478,Ruled
7917480,MACHINE LEARNING
7917509,Having specific pattern matching or control technique
7917911,MACHINE LEARNING
7920997,Prediction
7921067,KNOWLEDGE PROCESSING SYSTEM
7921072,KNOWLEDGE PROCESSING SYSTEM
7921072,Knowledge acquisition by a knowledge processing system
7921072,Knowledge representation and reasoning technique
7925079,ADAPTIVE SYSTEM
7925492,Neural simulation environment
7925492,Knowledge representation and reasoning technique
7925492,Digital neural network
7925492,ADAPTIVE SYSTEM
7925600,KNOWLEDGE PROCESSING SYSTEM
7925604,ADAPTIVE SYSTEM
7925611,HAVING PARTICULAR USER INTERFACE
7925611,KNOWLEDGE PROCESSING SYSTEM
7925612,Medical
7925723,Electronic or computer (internal or network) circuit
7925723,KNOWLEDGE PROCESSING SYSTEM
7925974,MACHINE LEARNING
7926029,HAVING PARTICULAR USER INTERFACE
7926029,Expert system shell or tool
7926029,Knowledge acquisition by a knowledge processing system
7926029,Ruled
7926029,Knowledge representation and reasoning technique
7930152,ADAPTIVE SYSTEM
7930186,Having specific management of a knowledge base
7930186,Recurrent
7930224,"Reasoning under uncertainty (e.g., fuzzy logic)"
7930224,Prediction
7930224,MACHINE LEARNING
7930256,KNOWLEDGE PROCESSING SYSTEM
7930258,Constraint optimization problem solving
7930258,MISCELLANEOUS
7930262,MISCELLANEOUS
7930265,FUZZY LOGIC HARDWARE
7930676,KNOWLEDGE PROCESSING SYSTEM
7930700,Prediction
7930700,MACHINE LEARNING
7930700,Learning task
7933223,KNOWLEDGE PROCESSING SYSTEM
7933740,Knowledge representation and reasoning technique
7933740,FUZZY LOGIC
7933762,KNOWLEDGE PROCESSING SYSTEM
7933762,Knowledge representation and reasoning technique
7933763,Having specific pattern matching or control technique
7933763,KNOWLEDGE PROCESSING SYSTEM
7933794,Ruled
7933847,Learning method
7933858,Knowledge representation and reasoning technique
7933858,KNOWLEDGE PROCESSING SYSTEM
7933858,Ruled
7933859,Prediction
7933859,NEURAL NETWORK
7933859,"Reasoning under uncertainty (e.g., fuzzy logic)"
